Kind,Name,Entity_Uniquename,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountLine,CountLineCode,CountSemicolon,CountDeclFunction
File,"about1d.html","@l./android/assets/html-ru/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-fr/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-en/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-ja/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-nl/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-ko/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-it/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-pt/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-de/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about1d.html","@l./android/assets/html-zh-rTW/about1d.html",0,"0.00",,,,,,,15,0,,0
File,"about2d.html","@l./android/assets/html-es/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-ja/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-zh-rCN/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-ru/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-fr/about2d.html",0,"0.00",,,,,,,27,0,,0
File,"about2d.html","@l./android/assets/html-en/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-de/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-nl/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-ko/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-zh-rTW/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-it/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"about2d.html","@l./android/assets/html-pt/about2d.html",0,"0.00",,,,,,,28,0,,0
File,"app_picker_list_item.xml","@l./android/res/layout/app_picker_list_item.xml",0,"0.67",,,,,,,36,18,,0
File,"appengine-web.xml","@l./zxing.appspot.com/src/main/webapp/WEB-INF/appengine-web.xml",0,"2.40",,,,,,,20,5,,0
File,"arrays.xml","@l./android/res/values/arrays.xml",0,"0.26",,,,,,,62,47,,0
Function,"backButton","@lbackButton@kw15backbutton:./actionscript/zxing client/html-template/history/history.js@f./actionscript/zxing client/html-template/history/history.js",1,,,,,,,,4,4,,
Function,"backButton","@lbackButton@kw15backbutton:./actionscript/zxing client/bin-debug/history/history.js@f./actionscript/zxing client/bin-debug/history/history.js",1,,,,,,,,4,4,,
File,"benchmark.xml","@l./androidtest/res/layout/benchmark.xml",0,"0.71",,,,,,,32,17,,0
File,"bookmark_picker_list_item.xml","@l./android/res/layout/bookmark_picker_list_item.xml",0,"0.60",,,,,,,38,20,,0
File,"build.xml","@l./androidtest/build.xml",0,"4.06",,,,,,,108,17,,0
File,"build.xml","@l./android/build.xml",0,"4.06",,,,,,,108,17,,0
File,"build.xml","@l./actionscript/core/build.xml",0,"0.21",,,,,,,96,73,,0
File,"capture.xml","@l./android/res/layout/capture.xml",0,"0.08",,,,,,,202,148,,0
File,"capture.xml","@l./android/res/layout-ldpi/capture.xml",0,"0.08",,,,,,,202,148,,0
File,"capture.xml","@l./android/res/menu/capture.xml",0,"0.52",,,,,,,38,23,,0
Public Implicit Method,"clone","@lclone@kj1clone@f./core/src/test/java/com/google/zxing/common/BitArrayTestCase.java",,"0.00",,,,,,,,,,
File,"colors.xml","@l./android/res/values/colors.xml",0,"1.07",,,,,,,29,14,,0
Package,"com","@lcom@kj3com@f./core/src/main/java/com/google/zxing/aztec/detector/Detector.java",,"0.00",,0,0,0,,,0,0,0,
Package,"com.google","@lcom.google@kj3com.google@f./core/src/main/java/com/google/zxing/aztec/detector/Detector.java",,"0.00",,0,0,0,,,0,0,0,
Package,"com.google.zxing","@lcom.google.zxing@kj3com.google.zxing@f./core/src/main/java/com/google/zxing/aztec/detector/Detector.java",,"0.75",,125,81,143,,,2882,1442,712,
Public Final Class,"com.google.zxing.AllPositiveBlackBoxTester","@lcom.google.zxing.AllPositiveBlackBoxTester@kj4com.google.zxing.AllPositiveBlackBoxTester@f./core/src/test/java/com/google/zxing/AllPositiveBlackBoxTester.java",,"0.23",1,1,0,2,35,0,64,47,8,
Private Constructor,"com.google.zxing.AllPositiveBlackBoxTester.AllPositiveBlackBoxTester","@lcom.google.zxing.AllPositiveBlackBoxTester.AllPositiveBlackBoxTester@kj1com.google.zxing.AllPositiveBlackBoxTester.AllPositiveBlackBoxTester@f./core/src/test/java/com/google/zxing/AllPositiveBlackBoxTester.java",1,"0.00",,,,,,,3,3,1,
Public Static Method,"com.google.zxing.AllPositiveBlackBoxTester.main","@lcom.google.zxing.AllPositiveBlackBoxTester.main@kj1com.google.zxing.AllPositiveBlackBoxTester.mainString[]@f./core/src/test/java/com/google/zxing/AllPositiveBlackBoxTester.java",2,"0.00",,,,,,,11,9,5,
Public Enum Type,"com.google.zxing.BarcodeFormat","@lcom.google.zxing.BarcodeFormat@kj4com.google.zxing.BarcodeFormat@f./core/src/main/java/com/google/zxing/BarcodeFormat.java",,"1.16",1,2,17,2,1,,59,19,0,
Public Implicit Method,"com.google.zxing.BarcodeFormat.valueOf","@lcom.google.zxing.BarcodeFormat.valueOf@kj1com.google.zxing.BarcodeFormat.valueOf@f./core/src/main/java/com/google/zxing/BarcodeFormat.java",,"0.00",,,,,,,,,,
Public Implicit Method,"com.google.zxing.BarcodeFormat.values","@lcom.google.zxing.BarcodeFormat.values@kj1com.google.zxing.BarcodeFormat.values@f./core/src/main/java/com/google/zxing/BarcodeFormat.java",,"0.00",,,,,,,,,,
Public Abstract Class,"com.google.zxing.Binarizer","@lcom.google.zxing.Binarizer@kj4com.google.zxing.Binarizer@f./core/src/main/java/com/google/zxing/Binarizer.java",,"2.06",1,7,1,7,4,0,64,18,8,
Protected Constructor,"com.google.zxing.Binarizer.Binarizer","@lcom.google.zxing.Binarizer.Binarizer@kj1com.google.zxing.Binarizer.Binarizercom.google.zxing.LuminanceSource@f./core/src/main/java/com/google/zxing/Binarizer.java",1,"0.00",,,,,,,3,3,1,
Public Abstract Method,"com.google.zxing.Binarizer.createBinarizer","@lcom.google.zxing.Binarizer.createBinarizer@kj1com.google.zxing.Binarizer.createBinarizercom.google.zxing.LuminanceSource@f./core/src/main/java/com/google/zxing/Binarizer.java",0,"8.00",,,,,,,9,1,1,
Public Abstract Method,"com.google.zxing.Binarizer.getBlackMatrix","@lcom.google.zxing.Binarizer.getBlackMatrix@kj1com.google.zxing.Binarizer.getBlackMatrix@f./core/src/main/java/com/google/zxing/Binarizer.java",0,"8.00",,,,,,,9,1,1,
Public Abstract Method,"com.google.zxing.Binarizer.getBlackRow","@lcom.google.zxing.Binarizer.getBlackRow@kj1com.google.zxing.Binarizer.getBlackRowint,com.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/Binarizer.java",0,"13.00",,,,,,,14,1,1,
Public Final Method,"com.google.zxing.Binarizer.getHeight","@lcom.google.zxing.Binarizer.getHeight@kj1com.google.zxing.Binarizer.getHeight@f./core/src/main/java/com/google/zxing/Binarizer.java",1,"0.00",,,,,,,3,3,1,
Public Final Method,"com.google.zxing.Binarizer.getLuminanceSource","@lcom.google.zxing.Binarizer.getLuminanceSource@kj1com.google.zxing.Binarizer.getLuminanceSource@f./core/src/main/java/com/google/zxing/Binarizer.java",1,"0.00",,,,,,,3,3,1,
Public Final Method,"com.google.zxing.Binarizer.getWidth","@lcom.google.zxing.Binarizer.getWidth@kj1com.google.zxing.Binarizer.getWidth@f./core/src/main/java/com/google/zxing/Binarizer.java",1,"0.00",,,,,,,3,3,1,
Public Final Class,"com.google.zxing.BinaryBitmap","@lcom.google.zxing.BinaryBitmap@kj4com.google.zxing.BinaryBitmap@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",,"1.24",1,11,2,11,8,50,127,51,19,
Public Constructor,"com.google.zxing.BinaryBitmap.BinaryBitmap","@lcom.google.zxing.BinaryBitmap.BinaryBitmap@kj1com.google.zxing.BinaryBitmap.BinaryBitmapcom.google.zxing.Binarizer@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",2,"0.00",,,,,,,6,6,2,
Public Method,"com.google.zxing.BinaryBitmap.crop","@lcom.google.zxing.BinaryBitmap.crop@kj1com.google.zxing.BinaryBitmap.cropint,int,int,int@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",1,"2.50",,,,,,,14,4,2,
Public Method,"com.google.zxing.BinaryBitmap.getBlackMatrix","@lcom.google.zxing.BinaryBitmap.getBlackMatrix@kj1com.google.zxing.BinaryBitmap.getBlackMatrix@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",2,"2.17",,,,,,,19,6,2,
Public Method,"com.google.zxing.BinaryBitmap.getBlackRow","@lcom.google.zxing.BinaryBitmap.getBlackRow@kj1com.google.zxing.BinaryBitmap.getBlackRowint,com.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",1,"3.33",,,,,,,13,3,1,
Public Method,"com.google.zxing.BinaryBitmap.getHeight","@lcom.google.zxing.BinaryBitmap.getHeight@kj1com.google.zxing.BinaryBitmap.getHeight@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",1,"1.00",,,,,,,6,3,1,
Public Method,"com.google.zxing.BinaryBitmap.getWidth","@lcom.google.zxing.BinaryBitmap.getWidth@kj1com.google.zxing.BinaryBitmap.getWidth@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",1,"1.00",,,,,,,6,3,1,
Public Method,"com.google.zxing.BinaryBitmap.isCropSupported","@lcom.google.zxing.BinaryBitmap.isCropSupported@kj1com.google.zxing.BinaryBitmap.isCropSupported@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",1,"1.00",,,,,,,6,3,1,
Public Method,"com.google.zxing.BinaryBitmap.isRotateSupported","@lcom.google.zxing.BinaryBitmap.isRotateSupported@kj1com.google.zxing.BinaryBitmap.isRotateSupported@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",1,"1.00",,,,,,,6,3,1,
Public Method,"com.google.zxing.BinaryBitmap.rotateCounterClockwise","@lcom.google.zxing.BinaryBitmap.rotateCounterClockwise@kj1com.google.zxing.BinaryBitmap.rotateCounterClockwise@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",1,"1.50",,,,,,,10,4,2,
Public Method,"com.google.zxing.BinaryBitmap.rotateCounterClockwise45","@lcom.google.zxing.BinaryBitmap.rotateCounterClockwise45@kj1com.google.zxing.BinaryBitmap.rotateCounterClockwise45@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",1,"1.50",,,,,,,10,4,2,
Public Method,"com.google.zxing.BinaryBitmap.toString","@lcom.google.zxing.BinaryBitmap.toString@kj1com.google.zxing.BinaryBitmap.toString@f./core/src/main/java/com/google/zxing/BinaryBitmap.java",2,"0.00",,,,,,,8,8,2,
Public Final Class,"com.google.zxing.BufferedImageLuminanceSource","@lcom.google.zxing.BufferedImageLuminanceSource@kj4com.google.zxing.BufferedImageLuminanceSource@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",,"0.25",2,9,3,9,6,33,157,105,63,
Public Constructor,"com.google.zxing.BufferedImageLuminanceSource.BufferedImageLuminanceSource","@lcom.google.zxing.BufferedImageLuminanceSource.BufferedImageLuminanceSource@kj1com.google.zxing.BufferedImageLuminanceSource.BufferedImageLuminanceSourceBufferedImage@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",1,"0.00",,,,,,,3,3,1,
Public Constructor,"com.google.zxing.BufferedImageLuminanceSource.BufferedImageLuminanceSource","@lcom.google.zxing.BufferedImageLuminanceSource.BufferedImageLuminanceSource@kj1com.google.zxing.BufferedImageLuminanceSource.BufferedImageLuminanceSourceBufferedImage,int,int,int,int@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",6,"0.16",,,,,,,42,32,19,
Public Method,"com.google.zxing.BufferedImageLuminanceSource.crop","@lcom.google.zxing.BufferedImageLuminanceSource.crop@kj1com.google.zxing.BufferedImageLuminanceSource.cropint,int,int,int@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.BufferedImageLuminanceSource.getMatrix","@lcom.google.zxing.BufferedImageLuminanceSource.getMatrix@kj1com.google.zxing.BufferedImageLuminanceSource.getMatrix@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",1,"0.11",,,,,,,10,9,6,
Public Method,"com.google.zxing.BufferedImageLuminanceSource.getRow","@lcom.google.zxing.BufferedImageLuminanceSource.getRow@kj1com.google.zxing.BufferedImageLuminanceSource.getRowint,byte[]@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",3,"0.08",,,,,,,13,12,5,
Public Method,"com.google.zxing.BufferedImageLuminanceSource.isCropSupported","@lcom.google.zxing.BufferedImageLuminanceSource.isCropSupported@kj1com.google.zxing.BufferedImageLuminanceSource.isCropSupported@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.BufferedImageLuminanceSource.isRotateSupported","@lcom.google.zxing.BufferedImageLuminanceSource.isRotateSupported@kj1com.google.zxing.BufferedImageLuminanceSource.isRotateSupported@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",1,"1.25",,,,,,,9,4,1,
Public Method,"com.google.zxing.BufferedImageLuminanceSource.rotateCounterClockwise","@lcom.google.zxing.BufferedImageLuminanceSource.rotateCounterClockwise@kj1com.google.zxing.BufferedImageLuminanceSource.rotateCounterClockwise@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",1,"0.33",,,,,,,20,12,9,
Public Method,"com.google.zxing.BufferedImageLuminanceSource.rotateCounterClockwise45","@lcom.google.zxing.BufferedImageLuminanceSource.rotateCounterClockwise45@kj1com.google.zxing.BufferedImageLuminanceSource.rotateCounterClockwise45@f./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",1,"0.11",,,,,,,27,19,16,
Public Final Class,"com.google.zxing.ChecksumException","@lcom.google.zxing.ChecksumException@kj4com.google.zxing.ChecksumException@f./core/src/main/java/com/google/zxing/ChecksumException.java",,"1.00",3,1,0,2,0,0,17,7,2,
Private Constructor,"com.google.zxing.ChecksumException.ChecksumException","@lcom.google.zxing.ChecksumException.ChecksumException@kj1com.google.zxing.ChecksumException.ChecksumException@f./core/src/main/java/com/google/zxing/ChecksumException.java",1,"0.50",,,,,,,3,2,0,
Public Static Method,"com.google.zxing.ChecksumException.getChecksumInstance","@lcom.google.zxing.ChecksumException.getChecksumInstance@kj1com.google.zxing.ChecksumException.getChecksumInstance@f./core/src/main/java/com/google/zxing/ChecksumException.java",1,"0.00",,,,,,,3,3,1,
Public Enum Type,"com.google.zxing.DecodeHintType","@lcom.google.zxing.DecodeHintType@kj4com.google.zxing.DecodeHintType@f./core/src/main/java/com/google/zxing/DecodeHintType.java",,"3.05",1,4,12,4,4,,102,21,4,
Constructor,"com.google.zxing.DecodeHintType.DecodeHintType","@lcom.google.zxing.DecodeHintType.DecodeHintType@kj1com.google.zxing.DecodeHintType.DecodeHintTypeClass@f./core/src/main/java/com/google/zxing/DecodeHintType.java",1,"0.00",,,,,,,3,3,1,
Public Method,"com.google.zxing.DecodeHintType.getValueType","@lcom.google.zxing.DecodeHintType.getValueType@kj1com.google.zxing.DecodeHintType.getValueType@f./core/src/main/java/com/google/zxing/DecodeHintType.java",1,"0.00",,,,,,,3,3,1,
Public Implicit Method,"com.google.zxing.DecodeHintType.valueOf","@lcom.google.zxing.DecodeHintType.valueOf@kj1com.google.zxing.DecodeHintType.valueOf@f./core/src/main/java/com/google/zxing/DecodeHintType.java",,"0.00",,,,,,,,,,
Public Implicit Method,"com.google.zxing.DecodeHintType.values","@lcom.google.zxing.DecodeHintType.values@kj1com.google.zxing.DecodeHintType.values@f./core/src/main/java/com/google/zxing/DecodeHintType.java",,"0.00",,,,,,,,,,
Public Final Class,"com.google.zxing.Dimension","@lcom.google.zxing.Dimension@kj4com.google.zxing.Dimension@f./core/src/main/java/com/google/zxing/Dimension.java",,"0.09",1,6,2,6,3,16,44,33,12,
Public Constructor,"com.google.zxing.Dimension.Dimension","@lcom.google.zxing.Dimension.Dimension@kj1com.google.zxing.Dimension.Dimensionint,int@f./core/src/main/java/com/google/zxing/Dimension.java",2,"0.00",,,,,,,7,7,3,
Public Method,"com.google.zxing.Dimension.equals","@lcom.google.zxing.Dimension.equals@kj1com.google.zxing.Dimension.equalsjava.lang.Object@f./core/src/main/java/com/google/zxing/Dimension.java",2,"0.00",,,,,,,8,8,3,
Public Method,"com.google.zxing.Dimension.getHeight","@lcom.google.zxing.Dimension.getHeight@kj1com.google.zxing.Dimension.getHeight@f./core/src/main/java/com/google/zxing/Dimension.java",1,"0.00",,,,,,,3,3,1,
Public Method,"com.google.zxing.Dimension.getWidth","@lcom.google.zxing.Dimension.getWidth@kj1com.google.zxing.Dimension.getWidth@f./core/src/main/java/com/google/zxing/Dimension.java",1,"0.00",,,,,,,3,3,1,
Public Method,"com.google.zxing.Dimension.hashCode","@lcom.google.zxing.Dimension.hashCode@kj1com.google.zxing.Dimension.hashCode@f./core/src/main/java/com/google/zxing/Dimension.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.Dimension.toString","@lcom.google.zxing.Dimension.toString@kj1com.google.zxing.Dimension.toString@f./core/src/main/java/com/google/zxing/Dimension.java",1,"0.00",,,,,,,4,4,1,
Public Enum Type,"com.google.zxing.EncodeHintType","@lcom.google.zxing.EncodeHintType@kj4com.google.zxing.EncodeHintType@f./core/src/main/java/com/google/zxing/EncodeHintType.java",,"3.83",1,2,10,2,1,,68,12,0,
Public Implicit Method,"com.google.zxing.EncodeHintType.valueOf","@lcom.google.zxing.EncodeHintType.valueOf@kj1com.google.zxing.EncodeHintType.valueOf@f./core/src/main/java/com/google/zxing/EncodeHintType.java",,"0.00",,,,,,,,,,
Public Implicit Method,"com.google.zxing.EncodeHintType.values","@lcom.google.zxing.EncodeHintType.values@kj1com.google.zxing.EncodeHintType.values@f./core/src/main/java/com/google/zxing/EncodeHintType.java",,"0.00",,,,,,,,,,
Public Final Class,"com.google.zxing.FormatException","@lcom.google.zxing.FormatException@kj4com.google.zxing.FormatException@f./core/src/main/java/com/google/zxing/FormatException.java",,"1.14",3,1,0,2,0,0,18,7,2,
Private Constructor,"com.google.zxing.FormatException.FormatException","@lcom.google.zxing.FormatException.FormatException@kj1com.google.zxing.FormatException.FormatException@f./core/src/main/java/com/google/zxing/FormatException.java",1,"0.50",,,,,,,3,2,0,
Public Static Method,"com.google.zxing.FormatException.getFormatInstance","@lcom.google.zxing.FormatException.getFormatInstance@kj1com.google.zxing.FormatException.getFormatInstance@f./core/src/main/java/com/google/zxing/FormatException.java",1,"0.00",,,,,,,3,3,1,
Public Final Class,"com.google.zxing.HtmlAssetTranslator","@lcom.google.zxing.HtmlAssetTranslator@kj4com.google.zxing.HtmlAssetTranslator@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",,"0.13",1,1,0,7,30,0,190,151,69,
Private Constructor,"com.google.zxing.HtmlAssetTranslator.HtmlAssetTranslator","@lcom.google.zxing.HtmlAssetTranslator.HtmlAssetTranslator@kj1com.google.zxing.HtmlAssetTranslator.HtmlAssetTranslator@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",1,"0.00",,,,,,,1,1,0,
Public Static Method,"com.google.zxing.HtmlAssetTranslator.main","@lcom.google.zxing.HtmlAssetTranslator.main@kj1com.google.zxing.HtmlAssetTranslator.mainString[]@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",3,"0.00",,,,,,,14,14,7,
Private Static Method,"com.google.zxing.HtmlAssetTranslator.parseFileNamesToTranslate","@lcom.google.zxing.HtmlAssetTranslator.parseFileNamesToTranslate@kj1com.google.zxing.HtmlAssetTranslator.parseFileNamesToTranslatePath,List@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",3,"0.00",,,,,,,15,15,5,
Private Static Method,"com.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslate","@lcom.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslate@kj1com.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslatePath,CharSequence@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",3,"0.00",,,,,,,22,22,7,
Anonymous Class,"com.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslate.(Anon_1)","@lcom.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslate.(Anon_1)@kj4com.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslate.(Anon_1)@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",,"0.00",2,1,0,1,4,0,7,7,2,
Public Method,"com.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslate.(Anon_1).accept","@lcom.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslate.(Anon_1).accept@kj1com.google.zxing.HtmlAssetTranslator.parseLanguagesToTranslate.(Anon_1).acceptPath@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",1,"0.00",,,,,,,6,6,2,
Private Static Method,"com.google.zxing.HtmlAssetTranslator.shouldTranslate","@lcom.google.zxing.HtmlAssetTranslator.shouldTranslate@kj1com.google.zxing.HtmlAssetTranslator.shouldTranslateNode@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",8,"0.08",,,,,,,27,25,11,
Private Static Method,"com.google.zxing.HtmlAssetTranslator.translateOneFile","@lcom.google.zxing.HtmlAssetTranslator.translateOneFile@kj1com.google.zxing.HtmlAssetTranslator.translateOneFileString,Path,Path,String@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",9,"0.00",,,,,,,58,50,30,
Private Static Method,"com.google.zxing.HtmlAssetTranslator.translateOneLanguage","@lcom.google.zxing.HtmlAssetTranslator.translateOneLanguage@kj1com.google.zxing.HtmlAssetTranslator.translateOneLanguagePath,String,Collection@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",2,"0.00",,,,,,,23,21,8,
Anonymous Class,"com.google.zxing.HtmlAssetTranslator.translateOneLanguage.(Anon_2)","@lcom.google.zxing.HtmlAssetTranslator.translateOneLanguage.(Anon_2)@kj4com.google.zxing.HtmlAssetTranslator.translateOneLanguage.(Anon_2)@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",,"0.00",2,1,0,1,4,0,6,6,2,
Public Method,"com.google.zxing.HtmlAssetTranslator.translateOneLanguage.(Anon_2).accept","@lcom.google.zxing.HtmlAssetTranslator.translateOneLanguage.(Anon_2).accept@kj1com.google.zxing.HtmlAssetTranslator.translateOneLanguage.(Anon_2).acceptPath@f./javase/src/main/java/com/google/zxing/HtmlAssetTranslator.java",1,"0.00",,,,,,,5,5,2,
Public Final Class,"com.google.zxing.InvertedLuminanceSource","@lcom.google.zxing.InvertedLuminanceSource@kj4com.google.zxing.InvertedLuminanceSource@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",,"0.18",2,9,1,9,1,0,70,50,22,
Public Constructor,"com.google.zxing.InvertedLuminanceSource.InvertedLuminanceSource","@lcom.google.zxing.InvertedLuminanceSource.InvertedLuminanceSource@kj1com.google.zxing.InvertedLuminanceSource.InvertedLuminanceSourcecom.google.zxing.LuminanceSource@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",1,"0.00",,,,,,,4,4,2,
Public Method,"com.google.zxing.InvertedLuminanceSource.crop","@lcom.google.zxing.InvertedLuminanceSource.crop@kj1com.google.zxing.InvertedLuminanceSource.cropint,int,int,int@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.InvertedLuminanceSource.getMatrix","@lcom.google.zxing.InvertedLuminanceSource.getMatrix@kj1com.google.zxing.InvertedLuminanceSource.getMatrix@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",2,"0.00",,,,,,,10,10,7,
Public Method,"com.google.zxing.InvertedLuminanceSource.getRow","@lcom.google.zxing.InvertedLuminanceSource.getRow@kj1com.google.zxing.InvertedLuminanceSource.getRowint,byte[]@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",2,"0.00",,,,,,,9,9,6,
Public Method,"com.google.zxing.InvertedLuminanceSource.invert","@lcom.google.zxing.InvertedLuminanceSource.invert@kj1com.google.zxing.InvertedLuminanceSource.invert@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",1,"0.75",,,,,,,7,4,1,
Public Method,"com.google.zxing.InvertedLuminanceSource.isCropSupported","@lcom.google.zxing.InvertedLuminanceSource.isCropSupported@kj1com.google.zxing.InvertedLuminanceSource.isCropSupported@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.InvertedLuminanceSource.isRotateSupported","@lcom.google.zxing.InvertedLuminanceSource.isRotateSupported@kj1com.google.zxing.InvertedLuminanceSource.isRotateSupported@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.InvertedLuminanceSource.rotateCounterClockwise","@lcom.google.zxing.InvertedLuminanceSource.rotateCounterClockwise@kj1com.google.zxing.InvertedLuminanceSource.rotateCounterClockwise@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.InvertedLuminanceSource.rotateCounterClockwise45","@lcom.google.zxing.InvertedLuminanceSource.rotateCounterClockwise45@kj1com.google.zxing.InvertedLuminanceSource.rotateCounterClockwise45@f./core/src/main/java/com/google/zxing/InvertedLuminanceSource.java",1,"0.00",,,,,,,4,4,1,
Public Abstract Class,"com.google.zxing.LuminanceSource","@lcom.google.zxing.LuminanceSource@kj4com.google.zxing.LuminanceSource@f./core/src/main/java/com/google/zxing/LuminanceSource.java",,"1.16",1,12,2,12,5,70,139,58,30,
Protected Constructor,"com.google.zxing.LuminanceSource.LuminanceSource","@lcom.google.zxing.LuminanceSource.LuminanceSource@kj1com.google.zxing.LuminanceSource.LuminanceSourceint,int@f./core/src/main/java/com/google/zxing/LuminanceSource.java",1,"0.00",,,,,,,4,4,2,
Public Method,"com.google.zxing.LuminanceSource.crop","@lcom.google.zxing.LuminanceSource.crop@kj1com.google.zxing.LuminanceSource.cropint,int,int,int@f./core/src/main/java/com/google/zxing/LuminanceSource.java",1,"3.33",,,,,,,13,3,1,
Public Final Method,"com.google.zxing.LuminanceSource.getHeight","@lcom.google.zxing.LuminanceSource.getHeight@kj1com.google.zxing.LuminanceSource.getHeight@f./core/src/main/java/com/google/zxing/LuminanceSource.java",1,"1.00",,,,,,,6,3,1,
Public Abstract Method,"com.google.zxing.LuminanceSource.getMatrix","@lcom.google.zxing.LuminanceSource.getMatrix@kj1com.google.zxing.LuminanceSource.getMatrix@f./core/src/main/java/com/google/zxing/LuminanceSource.java",0,"8.00",,,,,,,9,1,1,
